months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,postcode.2,region.1,total_crimes_nearby.1,vehicle_crimes_nearby.1,rainfall_mm.1,max_windspeed_kmh.1,max_temp_c.1,postcode,region,claim_date,total_crimes_nearby,vehicle_crimes_nearby,rainfall_mm,max_windspeed_kmh,max_temp_c
132,32,684653,1997-11-15,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,43100,-31900,2015-01-07,Vehicle Theft,?,Minor Damage,Police,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N,BN1 1AA,South East,,,,,,SN11 8UB,South West,2024-01-07,13.0,0.0,0.1,22.5,3.6
370,55,528259,2012-12-22,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,0,-53200,2015-02-17,Vehicle Theft,?,Minor Damage,,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,ML350,2015,N,,,,,,,,ME9 8WL,South East,2024-02-17,27.0,0.0,1.0,26.4,12.1
257,43,797636,1992-05-19,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N,,,,,,,,ML9 2SA,,2024-02-26,1.0,0.0,0.0,10.9,6.5
9,24,326180,2002-05-25,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,2015-01-31,Vehicle Theft,?,Trivial Damage,,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y,S1 1AA,Yorkshire and The Humber,1118.0,66.0,,,,LU2 7LL,East of England,2024-01-31,850.0,62.0,0.4,31.6,10.1
185,34,620075,2010-04-21,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,2000,Y,,,,,,,,ML9 2SA,,2024-02-27,1.0,0.0,3.8,30.1,7.5
234,43,965187,1990-03-26,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N,CF10 1AA,,1273.0,83.0,,,,ME9 8WL,South East,2023-03-01,,,0.5,22.2,6.7
253,44,516182,2007-05-12,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,45800,0,2015-02-13,Parked Car,?,Trivial Damage,,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998,N,,,,,,,,TA6 4ET,South West,2024-02-13,162.0,3.0,2.7,26.6,13.1
233,39,728839,2001-01-02,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N,,,,,,,,LU2 7LL,East of England,2023-01-08,,,1.5,31.8,7.8
274,44,771509,2006-08-10,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,0,0,2015-02-05,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,1,?,5590,860,860,3870,BMW,X5,2000,N,SW1A 1AA,London,5183.0,187.0,,,,EX8 5DT,South West,2023-02-05,,,0.0,20.5,8.3
297,48,264221,2014-07-28,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,3,?,0,2,?,54960,6870,0,48090,Toyota,Corolla,2002,Y,M1 1AE,North West,,,,,,WS1 4HS,West Midlands,2023-02-20,,,0.0,29.6,12.1
273,47,602704,2011-09-27,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014,N,OX1 1AA,South East,363.0,6.0,,,,WR11 3JT,West Midlands,2024-01-24,133.0,5.0,0.0,37.7,11.7
147,37,672416,2013-04-20,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,?,0,1,?,56160,6240,6240,43680,Ford,Fusion,2015,Y,,,,,,,,LS14 3HF,Yorkshire and The Humber,2024-01-31,23.0,0.0,4.1,40.7,9.7
285,42,545506,1991-03-20,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,Corolla,2005,N,,,,,,,,LU7 2QH,East of England,2024-01-23,84.0,3.0,3.0,38.5,12.8
289,43,777533,2002-12-21,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,2010,N,,,,,,,,NG34 8NE,East Midlands,2023-01-11,,,1.1,36.7,10.4
427,60,953334,2005-12-03,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y,,,,,,,,BT63 5JA,,2024-02-20,120.0,1.0,0.7,23.5,12.1
380,53,369781,2011-05-25,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2015-02-24,Parked Car,?,Trivial Damage,Police,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N,M1 1AE,North West,,,,,,LL30 3PD,,2024-02-24,28.0,0.0,0.6,12.4,7.7
13,21,990998,2006-10-18,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N,YO61 1AA,Yorkshire and The Humber,,,,,,NR18 9AN,East of England,2023-01-19,,,0.0,17.9,3.0
282,43,982678,2006-07-19,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y,CF10 1AA,,,,,,,BT63 5JA,,2024-01-08,119.0,2.0,0.0,17.2,5.1
312,47,646069,2002-06-08,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N,,,,,,,,ME9 8WL,South East,2023-03-01,,,0.5,22.2,6.7
266,46,331683,2009-02-12,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N,NR35 1AA,East of England,30.0,2.0,,,,BT56 8FW,,2024-01-21,42.0,1.0,9.9,50.0,12.5
30,36,364055,2001-05-14,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,2008,N,,,,,,,,DT2 0GA,South West,2023-02-28,,,0.1,29.2,7.4
198,36,521854,2001-02-16,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N,,,,,,,,WR11 3JT,West Midlands,2024-01-26,133.0,5.0,0.6,38.4,12.6
290,45,737252,1993-11-18,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N,CF10 1AA,,,,,,,M24 2GB,North West,2024-01-31,0.0,0.0,6.9,33.2,9.2
260,46,344480,1990-02-18,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N,,,,,,,,ME9 8WL,South East,2023-02-20,,,0.0,25.1,11.8
233,43,898519,2000-05-21,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N,S1 1AA,Yorkshire and The Humber,1104.0,75.0,,,,G61 3LF,,2023-02-17,,,12.0,40.5,11.0
130,30,957816,2012-08-26,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005,N,CF10 1AA,,1138.0,89.0,,,,ML9 2SA,,2024-02-02,1.0,0.0,4.3,34.0,10.0
230,42,175960,2004-11-16,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N,,,,,,,,DE56 2JB,East Midlands,2023-02-06,,,0.0,11.5,5.4
212,40,489618,2003-01-23,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N,NR35 1AA,East of England,40.0,1.0,,,,TA6 4ET,South West,2024-02-11,162.0,3.0,8.3,28.4,9.4
299,44,717044,2008-11-07,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,2009,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2024-01-25,23.0,0.0,0.5,28.4,12.0
91,26,101421,1999-10-19,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996,N,,,,,,,,M24 2GB,North West,2023-02-23,,,0.0,18.0,7.6
398,53,793948,1990-12-20,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,2000,N,BN1 1AA,South East,1309.0,46.0,,,,M24 2GB,North West,2023-01-29,,,0.8,30.1,8.7
218,43,737483,1996-02-14,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y,CF10 1AA,,1223.0,92.0,,,,ME9 8WL,South East,2024-01-02,24.0,0.0,10.2,45.9,12.7
152,33,695117,2001-06-10,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N,OX1 1AA,South East,,,,,,TW3 1GN,London,2023-02-06,,,0.0,10.3,8.2
212,39,167466,2010-03-17,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N,,,,,,,,WR11 3JT,West Midlands,2023-02-14,,,0.0,12.3,12.1
242,44,664732,2003-07-30,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y,NG1 1AA,East Midlands,1359.0,24.0,,,,TA6 4ET,South West,2023-02-04,,,0.0,11.9,10.5
80,27,143038,2014-09-17,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,?,40810,3710,7420,29680,Ford,F150,2000,Y,,,,,,,,NE9 7EY,North East,2024-02-12,144.0,1.0,0.2,24.8,8.0
260,43,979963,2009-06-03,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,2011,N,YO61 1AA,Yorkshire and The Humber,,,,,,PO19 6EU,South East,2023-02-12,,,0.3,17.3,8.6
133,34,467841,1994-10-11,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,2015-01-28,Parked Car,?,Minor Damage,,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N,,,,,,,,DT6 6SG,South West,2024-01-28,0.0,0.0,0.0,26.7,10.9
290,45,219028,1991-07-18,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y,,,,,,,,ME9 8WL,South East,2023-01-10,,,6.3,37.1,12.0
322,49,130156,2001-09-24,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N,OX1 1AA,South East,363.0,6.0,,,,SN11 8UB,South West,2024-01-19,13.0,0.0,0.0,14.4,4.3
228,39,762951,2012-09-19,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,husband,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N,M1 1AE,North West,,,,,,IM4 7JQ,,2023-01-19,,,,,
195,37,376879,1991-07-11,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y,,,,,,,,BT63 5JA,,2023-01-28,,,0.4,10.7,7.0
247,39,599031,1991-10-29,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,2015-02-16,Vehicle Theft,?,Trivial Damage,Police,5,1,YES,1,2,?,7700,770,1540,5390,Saab,93,2000,N,,,,,,,,ME9 8WL,South East,2023-02-16,,,2.4,26.4,10.8
405,57,676255,1999-12-28,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,2008,N,S1 1AA,Yorkshire and The Humber,,,,,,KY15 7BA,,2024-01-08,0.0,0.0,0.3,7.9,1.8
144,37,985446,2012-10-11,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y,,,,,,,,KY15 7BA,,2024-01-24,0.0,0.0,0.8,39.4,8.8
338,47,884180,1995-08-19,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,E400,2002,N,,,,,,,,PO19 6EU,South East,2024-02-18,266.0,3.0,18.2,28.5,14.8
121,34,571462,1991-02-11,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y,,,,,,,,LU2 7LL,East of England,2023-01-21,,,0.0,11.0,4.3
398,55,815883,1991-07-02,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y,S1 1AA,Yorkshire and The Humber,1118.0,66.0,,,,DT2 0GA,South West,2023-01-08,,,10.7,34.9,8.1
9,30,258265,1994-04-10,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,?,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N,,,,,,,,IM4 7JQ,,2023-02-02,,,,,
115,31,569714,2005-12-04,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y,,,,,,,,PO19 6EU,South East,2024-03-01,288.0,8.0,12.4,45.3,7.7
280,48,180008,2014-07-16,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,?,61320,10220,10220,40880,BMW,M5,1998,N,,,,,,,,RM12 4BG,London,2024-02-04,420.0,26.0,0.1,37.0,13.1
254,45,633375,2003-09-17,250/500,500,1083.64,0,MALE,JD,other-service,paintball,husband,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,YES,0,0,?,79680,13280,13280,53120,BMW,3 Series,2004,N,,,,,,,,RM12 4BG,London,2023-02-27,,,0.0,19.3,7.5
141,30,556538,2000-07-15,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N,,,,,,,,WR11 3JT,West Midlands,2023-02-09,,,0.0,14.1,7.9
441,55,669501,2009-07-29,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,24000,-50500,2015-02-19,Parked Car,?,Minor Damage,,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N,,,,,,,,DT6 6SG,South West,2024-02-19,0.0,0.0,0.3,20.2,12.7
381,55,963761,1991-04-13,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N,SW1A 1AA,London,4960.0,187.0,,,,PL13 1ET,South West,2024-01-12,35.0,0.0,0.0,17.0,5.4
191,38,753005,2005-11-20,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N,,,,,,,,LA14 5DF,North West,2023-02-07,,,1.1,19.8,6.8
145,34,454758,1990-05-20,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N,BN1 1AA,South East,,,,,,LS14 3HF,Yorkshire and The Humber,2023-01-13,,,4.7,48.3,8.4
479,60,698589,2002-11-28,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,9,2,?,0,3,?,53900,5390,10780,37730,Saab,95,2006,N,,,,,,,,EX8 5DT,South West,2023-01-18,,,0.3,24.2,5.0
215,35,330119,2004-06-15,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,2015-01-15,Vehicle Theft,?,Trivial Damage,,6,1,?,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N,,,,,,,,DT6 6SG,South West,2023-01-15,,,1.6,28.8,6.8
41,33,164464,2010-09-26,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,0,0,2015-02-23,Vehicle Theft,?,Minor Damage,,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,Neon,2011,N,,,,,,,,EX8 5DT,South West,2024-02-23,19.0,2.0,1.6,23.3,7.2
45,31,927354,1990-09-15,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-02-17,Parked Car,?,Minor Damage,,6,1,?,1,3,?,6000,1000,1000,4000,Suburu,Impreza,2000,N,,,,,,,,WS1 4HS,West Midlands,2023-02-17,,,0.2,35.3,13.5
156,38,231508,2009-09-16,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,26500,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,?,0,3,?,55200,11040,5520,38640,Saab,92x,1998,Y,NR35 1AA,East of England,40.0,1.0,,,,M24 2GB,North West,2023-02-17,,,1.9,36.4,11.7
246,45,272910,1999-08-12,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,0,0,2015-01-18,Parked Car,?,Trivial Damage,,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N,SW1A 1AA,London,4960.0,187.0,,,,EX8 5DT,South West,2024-01-18,16.0,0.0,0.0,20.0,5.0
178,39,305758,2009-03-08,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,Wrangler,2010,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2023-01-17,,,0.0,20.5,1.8
237,43,950542,2009-04-27,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,husband,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N,,,,,,,,LS14 3HF,Yorkshire and The Humber,2023-02-25,,,0.7,25.6,5.9
127,34,291544,2006-08-02,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,2015-01-06,Vehicle Theft,?,Minor Damage,,8,1,YES,1,3,?,4700,470,940,3290,Saab,92x,1998,N,S1 1AA,Yorkshire and The Humber,1118.0,66.0,,,,KY15 7BA,,2024-01-06,0.0,0.0,0.0,10.0,2.7
1,33,388616,1995-12-06,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,husband,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N,,,,,,,,NG34 8NE,East Midlands,2024-02-26,6.0,0.0,0.6,32.4,8.5
5,21,577992,2002-11-13,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,OX1 1AA,South East,,,,,,LU7 2QH,East of England,2023-02-11,,,0.0,13.4,9.9
64,28,342830,1991-11-09,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N,,,,,,,,G61 3LF,,2023-02-13,,,0.0,11.5,7.7
142,30,491170,1998-01-14,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,wife,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N,S1 1AA,Yorkshire and The Humber,,,,,,KY15 7BA,,2024-01-10,0.0,0.0,0.1,13.9,4.4
97,27,175553,2002-04-25,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,husband,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N,BN1 1AA,South East,,,,,,IM4 7JQ,,2024-01-24,,,,,
121,31,439341,1991-07-20,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,15,3,NO,1,2,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y,NG1 1AA,East Midlands,,,,,,WS1 4HS,West Midlands,2023-02-15,,,0.2,24.2,10.8
225,43,221186,2004-08-13,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N,,,,,,,,LA14 5DF,North West,2023-01-09,,,2.7,40.2,7.3
425,53,868031,1990-06-24,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,?,1,2,?,97080,16180,16180,64720,Saab,92x,2005,N,NR35 1AA,East of England,30.0,2.0,,,,TW3 1GN,London,2024-01-31,688.0,43.0,0.4,26.7,11.0
285,44,844117,1991-08-21,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,3,1,YES,1,0,?,5500,500,500,4500,Honda,Civic,2010,N,,,,,,,,BT63 5JA,,2024-02-04,120.0,1.0,2.4,31.8,12.9
192,38,744557,2011-02-25,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,?,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N,SW1A 1AA,London,,,,,,DE56 2JB,East Midlands,2023-01-30,,,0.6,30.3,8.2
